state,response,coverage,education,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_category
Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Personal
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
California,No,Basic,Master,Employed,F,Urban,Married,Offer2,Call Center,Two-Door Car,Small,Personal
Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
California,No,Basic,College,Employed,F,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Personal
Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Corporate
Arizona,No,Extended,Master,Employed,F,Rural,Single,Offer2,Call Center,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,Two-Door Car,Small,Personal
California,No,Extended,College,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Call Center,Sports Car,Medsize,Corporate
Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Offer1,Agent,Sports Car,Small,Personal
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal
Oregon,No,Basic,Master,Disabled,M,Rural,Married,Offer1,Web,Two-Door Car,Medsize,Special
Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,College,Unemployed,M,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Personal
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
Nevada,No,Extended,College,Unemployed,M,Urban,Single,Offer1,Web,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer4,Web,Two-Door Car,Medsize,Personal
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Offer1,Branch,Two-Door Car,Medsize,Personal
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer1,Agent,Sports Car,Medsize,Personal
Washington,No,Basic,College,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Large,Personal
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
California,No,Extended,High School or Below,Employed,M,Urban,Married,Offer4,Agent,Four-Door Car,Large,Personal
Oregon,No,Extended,Master,Employed,M,Rural,Married,Offer1,Branch,Luxury Car,Medsize,Personal
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer3,Web,Four-Door Car,Small,Corporate
Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Offer1,Call Center,Two-Door Car,Large,Personal
Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Offer2,Branch,Four-Door Car,Medsize,Special
California,No,Basic,College,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Special
Arizona,No,Basic,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Offer3,Web,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Corporate
Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Offer1,Web,Sports Car,Medsize,Personal
Washington,No,Basic,College,Employed,F,Rural,Married,Offer1,Agent,SUV,Small,Personal
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal
Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Offer1,Agent,SUV,Medsize,Corporate
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer2,Call Center,SUV,Medsize,Corporate
Oregon,No,Extended,College,Employed,M,Urban,Single,Offer3,Web,SUV,Medsize,Personal
Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Corporate
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Small,Personal
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
California,No,Basic,High School or Below,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate
Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Offer3,Call Center,SUV,Small,Personal
Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate
Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal
Oregon,No,Extended,College,Employed,F,Rural,Married,Offer3,Call Center,SUV,Medsize,Corporate
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Small,Personal
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Offer3,Call Center,SUV,Medsize,Personal
California,Yes,Basic,Master,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Large,Personal
Arizona,No,Basic,College,Employed,F,Rural,Married,Offer4,Agent,SUV,Small,Corporate
Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate
California,No,Basic,College,Unemployed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal
California,Yes,Basic,College,Unemployed,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Offer2,Web,Four-Door Car,Small,Personal
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Medsize,Corporate
Oregon,No,Basic,College,Employed,F,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer3,Web,SUV,Medsize,Corporate
California,No,Basic,College,Employed,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
Arizona,No,Basic,College,Employed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,Personal
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,College,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Large,Personal
California,No,Basic,Bachelor,Employed,M,Rural,Married,Offer4,Call Center,Four-Door Car,Medsize,Corporate
Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Personal
California,No,Extended,College,Employed,M,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer4,Call Center,SUV,Small,Personal
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Large,Personal
Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Washington,No,Basic,Master,Disabled,M,Urban,Divorced,Offer4,Web,Four-Door Car,Medsize,Personal
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
Oregon,No,Extended,College,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate
California,No,Premium,College,Disabled,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Arizona,No,Basic,College,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Corporate
Washington,No,Basic,Master,Employed,F,Rural,Married,Offer2,Web,Two-Door Car,Medsize,Personal
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Large,Personal
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Personal
Oregon,No,Basic,Master,Employed,F,Urban,Divorced,Offer2,Branch,SUV,Medsize,Personal
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
Nevada,No,Basic,College,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,Doctor,Employed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Small,Personal
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,Personal
Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer2,Agent,Sports Car,Large,Personal
Oregon,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Offer1,Branch,Four-Door Car,Large,Special
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,Corporate
California,No,Premium,College,Employed,F,Urban,Single,Offer2,Call Center,SUV,Small,Personal
California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Corporate
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Medsize,Personal
Oregon,Yes,Extended,Master,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Large,Corporate
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Branch,Sports Car,Medsize,Personal
Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate
California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Offer1,Web,SUV,Medsize,Personal
Oregon,No,Basic,Master,Employed,F,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
Arizona,No,Extended,College,Employed,M,Rural,Married,Offer1,Agent,SUV,Small,Special
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Offer4,Web,SUV,Medsize,Personal
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Offer4,Branch,SUV,Medsize,Personal
Nevada,No,Basic,High School or Below,Retired,F,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,Personal
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate
Arizona,No,Extended,College,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Special
Washington,No,Basic,College,Employed,F,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
Arizona,No,Basic,College,Employed,F,Suburban,Married,Offer4,Call Center,SUV,Small,Personal
Washington,No,Premium,Doctor,Employed,M,Suburban,Married,Offer1,Call Center,Two-Door Car,Small,Personal
Oregon,No,Basic,College,Employed,F,Suburban,Single,Offer3,Agent,SUV,Medsize,Personal
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Branch,Two-Door Car,Medsize,Corporate
Oregon,No,Extended,Bachelor,Disabled,M,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
California,Yes,Basic,College,Retired,M,Suburban,Married,Offer2,Agent,Sports Car,Medsize,Personal
California,No,Basic,Master,Employed,F,Rural,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,Master,Employed,M,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
California,No,Basic,Bachelor,Employed,M,Rural,Married,Offer2,Agent,Four-Door Car,Large,Corporate
California,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Corporate
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Offer3,Agent,Four-Door Car,Medsize,Corporate
Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Offer3,Agent,Two-Door Car,Small,Personal
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,SUV,Small,Corporate
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Offer4,Agent,Four-Door Car,Medsize,Personal
Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
Washington,No,Extended,Bachelor,Medical Leave,F,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Corporate
Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Special
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,Personal
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Offer1,Agent,Luxury SUV,Small,Personal
California,No,Extended,High School or Below,Employed,F,Rural,Married,Offer3,Call Center,SUV,Medsize,Personal
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Offer2,Web,Four-Door Car,Medsize,Corporate
California,No,Basic,Master,Unemployed,F,Suburban,Married,Offer1,Call Center,Sports Car,Large,Personal
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Agent,Sports Car,Medsize,Personal
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer3,Agent,Luxury SUV,Large,Personal
Oregon,No,Premium,College,Employed,M,Urban,Married,Offer3,Call Center,SUV,Medsize,Personal
California,No,Basic,College,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Corporate
California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Offer3,Branch,Two-Door Car,Medsize,Personal
Arizona,Yes,Extended,College,Retired,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Offer1,Agent,Sports Car,Medsize,Special
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Corporate
Nevada,No,Basic,College,Medical Leave,M,Suburban,Married,Offer2,Web,Luxury Car,Large,Personal
Oregon,No,Basic,Master,Employed,M,Suburban,Married,Offer4,Agent,SUV,Medsize,Personal
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Offer2,Agent,Sports Car,Medsize,Personal
Oregon,No,Basic,College,Employed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Small,Personal
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer1,Agent,Sports Car,Small,Personal
Oregon,No,Basic,College,Employed,F,Rural,Married,Offer3,Branch,Two-Door Car,Medsize,Personal
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
California,No,Extended,Bachelor,Employed,M,Rural,Married,Offer1,Call Center,Luxury Car,Small,Personal
Arizona,No,Extended,Master,Employed,F,Urban,Married,Offer2,Branch,SUV,Medsize,Personal
Oregon,No,Basic,Master,Employed,M,Urban,Married,Offer4,Agent,Two-Door Car,Medsize,Personal
Oregon,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Corporate
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Corporate
Washington,No,Basic,College,Unemployed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Large,Personal
Washington,No,Basic,College,Employed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal
California,Yes,Premium,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
Oregon,No,Extended,Master,Employed,F,Suburban,Single,Offer2,Agent,Sports Car,Medsize,Corporate
Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Offer2,Agent,SUV,Medsize,Corporate
California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Offer1,Branch,Luxury SUV,Large,Personal
Washington,No,Basic,College,Employed,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal
Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Offer3,Call Center,Four-Door Car,Large,Personal
Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Offer3,Agent,Sports Car,Medsize,Personal
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Large,Personal
Washington,No,Premium,College,Medical Leave,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,Corporate
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
